Issn,journal_name,Journal Title Normalized,URL
1519-8464,Pensar - Revista de Ciências Jurídicas,pensar - revista de ciências jurídicas,https://periodicos.unifor.br/rpen
1049-331X,ACM Transactions on Software Engineering and Methodology,acm transactions on software engineering and methodology,https://dl.acm.org/journal/tosem
1022-6877,European Addiction Research,european addiction research,https://www.karger.com/EAR
0161-8202,Journal of Arachnology,journal of arachnology,https://bioone.org/journals/the-journal-of-arachnology/scope-and-details
1932-5037,American Journal of Health Education,american journal of health education,https://www.tandfonline.com/toc/ujhe20/current
0004-8674,Australian and New Zealand Journal of Psychiatry,australian and new zealand journal of psychiatry,https://journals.sagepub.com/home/anp
1466-5026,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,international journal of systematic and evolutionary microbiology,https://www.microbiologyresearch.org/content/journal/ijsem
1001-8042,Nuclear Science and Techniques,nuclear science and techniques,https://www.springer.com/journal/41365
0301-634X,Radiation and Environmental Biophysics,radiation and environmental biophysics,https://www.springer.com/journal/411
0098-3063,IEEE Transactions on Consumer Electronics,ieee transactions on consumer electronics,https://ctsoc.ieee.org/publications/ieee-transactions-on-consumer-electronics.html
0020-2967,Transactions of the IMF,transactions of the imf,https://www.tandfonline.com/toc/ytim20/current
0739-4462,Archives of Insect Biochemistry and Physiology,archives of insect biochemistry and physiology,https://onlinelibrary.wiley.com/journal/15206327
1756-073X,Practical Theology,practical theology,https://www.gotquestions.org/practical-theology.html
0015-2684,Fire Technology,fire technology,https://www.springer.com/journal/10694
1871-5621,Morphology,morphology,https://www.merriam-webster.com/dictionary/morphology
0003-3804,Annalen der Physik,annalen der physik,https://onlinelibrary.wiley.com/journal/15213889
0736-6981,EDPACS,edpacs,https://www.tandfonline.com/toc/uedp20/current
1049-6491,Journal of Promotion Management,journal of promotion management,https://www.tandfonline.com/toc/wjpm20/current
0036-7281,Schweiz Arch Tierheilkd,schweiz arch tierheilkd,https://www.scilit.net/journal/671445
1871-7993,IMAGES,images,https://www.google.com/imghp?hl=en
2415-6698,"Advances in Science, Technology and Engineering Systems Journal","advances in science, technology and engineering systems journal",https://astesj.com/
0065-2598,The Cerebral Microvasculature,the cerebral microvasculature,https://www.nature.com/articles/nn2003
0742-6348,Northern Journal of Applied Forestry,northern journal of applied forestry,https://academic.oup.com/njaf
1931-3152,International Multilingual Research Journal,international multilingual research journal,https://www.tandfonline.com/toc/hmrj20/current
0956-618X,Ecclesiastical Law Journal,ecclesiastical law journal,https://www.cambridge.org/core/journals/ecclesiastical-law-journal
1073-9688,Microcirculation,microcirculation,https://www.karger.com/Article/Fulltext/503775
1438-4957,Journal of Material Cycles and Waste Management,journal of material cycles and waste management,https://www.springer.com/journal/10163
0302-9743,Learning and Intelligent Optimization,learning and intelligent optimization,https://link.springer.com/book/10.1007/978-3-642-25566-3
0025-6544,Mechanics of Solids,mechanics of solids,https://www.springer.com/journal/11964
0954-8963,Cultural Trends,cultural trends,https://www.tandfonline.com/toc/ccut20/current
0001-5342,Acta Biotheoretica,acta biotheoretica,https://www.springer.com/journal/10441
0905-7188,Scandinavian Journal of Medicine & Science in Sports,scandinavian journal of medicine & science in sports,https://onlinelibrary.wiley.com/journal/16000838
0066-2399,L'Année sociologique,l'année sociologique,https://www.jstor.org/journal/annesoci1896
1687-9384,International Journal of Optics,international journal of optics,https://www.hindawi.com/journals/ijo/
0269-1728,Social Epistemology,social epistemology,https://plato.stanford.edu/entries/epistemology-social/
1061-0405,Journal of Russian & East European Psychology,journal of russian & east european psychology,https://rujec.org/
1740-3553,Journal of Anglican Studies,journal of anglican studies,https://www.cambridge.org/core/journals/journal-of-anglican-studies
1752-8224,International Journal of Accounting and Finance,international journal of accounting and finance,https://www.inderscience.com/jhome.php?jcode=ijaf
1321-0122,International Journal of Transpersonal Studies,international journal of transpersonal studies,https://digitalcommons.ciis.edu/ijts-transpersonalstudies/
0219-4678,International Journal of Image and Graphics,international journal of image and graphics,https://www.worldscientific.com/worldscinet/ijig
0950-0804,Journal of Economic Surveys,journal of economic surveys,https://onlinelibrary.wiley.com/journal/14676419
1070-4965,The Journal of Environment & Development,the journal of environment & development,https://journals.sagepub.com/home/jed
1940-1493,Journal of Building Performance Simulation,journal of building performance simulation,https://www.tandfonline.com/toc/tbps20/current
0559-8516,SHINKU,shinku,https://shinkuclassics.com/
1935-5726,International Journal of Information Systems and Supply Chain Management,international journal of information systems and supply chain management,https://www.igi-global.com/journal/international-journal-information-systems-supply/1097
0019-0993,Iberoromania,iberoromania,https://www.degruyter.com/journal/key/iber/html
1558-6898,Journal of Mixed Methods Research,journal of mixed methods research,https://journals.sagepub.com/home/mmr
0075-8434,In Memoriam Marc Yor - Séminaire de Probabilités XLVII,in memoriam marc yor - séminaire de probabilités xlvii,https://link.springer.com/book/10.1007/978-3-319-18585-9
1834-0806,INTERNATIONAL JOURNAL OF MULTIPLE RESEARCH APPROACHES,international journal of multiple research approaches,https://ijmra.org/
1757-9961,"Law, Innovation and Technology","law, innovation and technology",https://www.tandfonline.com/loi/rlit20
0073-4705,"Iheringia, Série Botânica","iheringia, série botânica",https://isb.emnuvens.com.br/iheringia
1098-3015,Value in Health,value in health,https://www.valueinhealthjournal.com/
2331-656X,Stratigraphy,stratigraphy,https://www.britannica.com/science/stratigraphy-geology
0250-4758,Indian Journal of Veterinary Pathology,indian journal of veterinary pathology,https://www.indianjournals.com/ijor.aspx?target=ijor:ijvp&type=home
1368-2679,International Journal of Francophone Studies,international journal of francophone studies,https://www.intellectbooks.com/international-journal-of-francophone-studies
0097-6156,Advances in Human Vector Control,advances in human vector control,https://pubs.acs.org/isbn/9780841269774
1863-8880,Laser & Photonics Review,laser & photonics review,https://www.britannica.com/technology/laser
2175-4977,Animus Revista Interamericana de Comunicação Midiática,animus revista interamericana de comunicação midiática,https://periodicos.ufsm.br/animus
0121-3814,"Tecné, Episteme y Didaxis: TED","tecné, episteme y didaxis: ted",https://revistas.pedagogica.edu.co/index.php/TED
1040-8738,Current Opinion in Ophthalmology,current opinion in ophthalmology,https://journals.lww.com/co-ophthalmology/pages/default.aspx
2050-0688,Journal of Antitrust Enforcement,journal of antitrust enforcement,https://academic.oup.com/antitrust
1865-0929,Eternal Systems,eternal systems,https://www.eternalsystems.com/
1865-0929,Agents and Artificial Intelligence,agents and artificial intelligence,https://www.geeksforgeeks.org/agents-artificial-intelligence/
1226-9123,Korean Linguistics,korean linguistics,https://benjamins.com/catalog/kl
0302-5144,Research Animals and Experimental Design in Nephrology,research animals and experimental design in nephrology,https://www.karger.com/Book/Toc/219824
1865-0929,Mobile Ad-hoc and Sensor Networks,mobile ad-hoc and sensor networks,https://link.springer.com/book/10.1007/978-3-540-77024-4
1064-7546,Journal of environmental polymer degradation,journal of environmental polymer degradation,https://www.springer.com/journal/10924
1860-949X,Interpretable Artificial Intelligence: A Perspective of Granular Computing,interpretable artificial intelligence: a perspective of granular computing,https://link.springer.com/book/10.1007/978-3-030-64949-4
1743-3517,"Data Mining VIII: Data, Text and Web Mining and their Business Applications","data mining viii: data, text and web mining and their business applications",https://books.google.com/books/about/Data_Mining_VIII.html?id=J0XQCwAAQBAJ
0302-9743,Parcella '88,parcella '88,https://link.springer.com/book/10.1007/3-540-50647-0
0927-3042,HIV/AIDS-Associated Viral Oncogenesis,hiv/aids-associated viral oncogenesis,https://link.springer.com/book/10.1007/978-3-030-03502-0
0097-6156,Photophysics of Polymers,photophysics of polymers,https://onlinelibrary.wiley.com/doi/book/10.1002/9780470594179
0097-6156,Size Exclusion Chromatography,size exclusion chromatography,https://www.bio-rad.com/en-cn/applications-technologies/introduction-size-exclusion-chromatography?ID=MWHAXJKG4
0065-2598,Recent Advances in Prolactin Research,recent advances in prolactin research,https://link.springer.com/book/10.1007/978-3-319-12114-7
0142-5471,Information Visualization,information visualization,https://www.interaction-design.org/literature/topics/information-visualization
0097-6156,Innovative Uses of Agricultural Products and Byproducts,innovative uses of agricultural products and byproducts,https://global.oup.com/academic/product/innovative-uses-of-agricultural-products-and-byproducts-9780841237155
0097-6156,Intrazeolite Chemistry,intrazeolite chemistry,https://cen.acs.org/articles/94/i11/Intrazeolitic-chemistry-creates-new-molecules.html
2196-6923,ERIS - European Review of International Studies,eris - european review of international studies,https://brill.com/view/journals/eris/eris-overview.xml?language=en
0065-2598,DJ-1/PARK7 Protein,dj-1/park7 protein,https://medlineplus.gov/genetics/gene/park7/
0340-5222,Anglia,anglia,https://www.anglia.com/
0927-3042,Lung Cancer,lung cancer,https://www.cancer.org/cancer/lung-cancer.html
1195-1036,GEOMATICA,geomatica,https://catalyst.earth/about/
1543-1894,Tissue Engineering,tissue engineering,https://www.nibib.nih.gov/science-education/science-topics/tissue-engineering-and-regenerative-medicine
0075-8434,Topological Complexity of Smooth Random Functions,topological complexity of smooth random functions,https://link.springer.com/book/10.1007/978-3-642-19580-8
1865-0929,Computational Intelligence in Communications and Business Analytics,computational intelligence in communications and business analytics,https://link.springer.com/book/10.1007/978-3-030-75529-4
1326-7612,Provincial China,provincial china,https://www.tandfonline.com/loi/rprc20
0075-8434,Mathematical Modeling and Validation in Physiology,mathematical modeling and validation in physiology,https://link.springer.com/book/10.1007/978-3-642-32882-4
0065-2598,Advances in Respiratory Cancerogenesis,advances in respiratory cancerogenesis,https://link.springer.com/book/10.1007/978-3-319-35098-1
0097-6156,Chemistry and the Environment: Pedagogical Models and Practices,chemistry and the environment: pedagogical models and practices,https://www.walmart.com/ip/ACS-Symposium-Chemistry-and-the-Environment-Pedagogical-Models-and-Practices-Hardcover-9780841231184/52895709
0302-9743,Self-Stabilizing Systems,self-stabilizing systems,https://www.geeksforgeeks.org/self-stabilization-in-distributed-systems/
0097-6156,Removal of Trace Contaminants from the Air,removal of trace contaminants from the air,https://pubs.acs.org/doi/pdf/10.1021/bk-1975-0017.pr001
1543-1894,Methods In Molecular Medicine™,methods in molecular medicine™,https://link.springer.com/bookseries/7652
