Issn,journal_name
0126-0235,Arena Hukum
1748-2976,Scandinavian Journal of Food and Nutrition
1991-640X,St Tikhon's University Review
0075-8434,Fonctions de Plusieurs Variables Complexes IV
1860-949X,Towards Modern Collaborative Knowledge Sharing Systems
1865-0929,"Computational Intelligence, Cyber Security and Computational Models. Models and Techniques for Intelligent Systems and Automation"
0302-9743,The Semantic Web – ISWC 2016
1079-7440,PDA Journal of Pharmaceutical Science and Technology
1229-1889,Journal of the Korean Society for Quality Management
1800-5845,Montenegrin Journal of Economics
1139-1723,Pedagogia Social. Revista interuniversitaria
0097-6156,Odor Quality and Chemical Structure
1025-448X,European Respiratory Monograph
1860-949X,Successful Case-based Reasoning Applications - I
0972-5687,Journal of Punjab Academy of Forensic Medicine & Toxicology
0097-6156,Molecular and Ionic Recognition with Imprinted Polymers
0302-9743,Autonomous Control for a Reliable Internet of Services
1509-3492,Ortopedia Traumatologia Rehabilitacja
1865-0929,"Computational Intelligence, Communications, and Business Analytics"
1983-6325,"Revista Brasileira de Tecnologia Aplicada nas Ciências Agrárias,"
1743-3541,"Brownfields III: Prevention, Assessment, Rehabilitation and Development of Brownfield Sites"
0097-6156,Nuclei Off the Line of Stability
2193-3804,Spiritual Care
0097-6156,Ionic Liquids in Polymer Systems
0097-6156,Agricultural Uses of By-Products and Wastes
2296-4657,Ocular Oncology and Pathology
0302-9743,Transactions on Computational Collective Intelligence XXXIV
0097-6156,Coordination Chemistry
0302-9743,Intelligent Data Engineering and Automated Learning - IDEAL 2005
1524-6175,Journal of Clinical Hypertension
0075-8434,Derived Equivalences for Group Rings
0271-4132,Discrete Geometry and Algebraic Combinatorics
0075-8434,Conformal Geometry of Surfaces in S4 and Quaternions
0271-4132,Vertex Algebras and Geometry
0302-9743,"Data Management in Cloud, Grid and P2P Systems"
0075-8434,Logic Colloquium
0097-6156,Sweeteners
0075-8450,The CBM Physics Book
0097-6156,Carbohydrate Drug Design
0271-4132,Tropical and Idempotent Mathematics and Applications
0097-6156,Fire and Polymers VI: New Advances in Flame Retardant Chemistry and Science
0302-9743,Energy-Aware Communications
0302-9743,"Design, Operation and Evaluation of Mobile Communications"
1865-0929,Recent Advances in Data Science
0065-3195,Enzymatic Polymerisation
1424-3636,MedienPädagogik Zeitschrift für Theorie und Praxis der Medienbildung
0075-8434,Invariant Measures for Stochastic Nonlinear Schrödinger Equations
1572-0373,Making Minds I
2469-4800,Journal of Lusophone Studies
1044-2057,Diaspora
0303-4216,X-Ray Optics
0961-463X,Time & Society
0075-8434,Lectures on Non-Standard Analysis
0954-4062,Proceedings of the I MECH E Part C Journal of Mechanical Engineering Science
1408-967X,Documenta Praehistorica
0302-9743,Business Intelligence for the Real-Time Enterprises
0892-7057,Journal of Thermoplastic Composite Materials
1744-6651,"Expert Review of Endocrinology <html_ent glyph=""@amp;"" ascii=""&amp;""/> Metabolism"
2152-4971,"Cellular Reprogramming (Formerly ""Cloning and Stem Cells"")"
0351-4706,Filozofska istraživanja
1040-8398,Critical Reviews in Food Science and Nutrition
0043-7956,<i>WORD</i>
0143-1161,International Journal of Remote Sensing
0141-6707,African Journal of Ecology
2055-6837,European Heart Journal - Cardiovascular Pharmacotherapy
0961-5652,Labour History Review
1791-2997,Molecular Medicine Reports
1434-0275,Klinische Neurophysiologie
1750-8916,The Chinese Journal of International Politics
0172-8172,Rheumatology International
1015-3837,Fetal Diagnosis and Therapy
1757-1693,GCB Bioenergy
0002-7189,Journal of the American Academy of Religion
0951-4198,Rapid Communications in Mass Spectrometry
1944-8740,Getty Research Journal
0171-967X,Calcified Tissue International
0034-4885,Reports on Progress in Physics
1345-2630,Journal of General Plant Pathology
0013-189X,Educational Researcher
1470-9236,Quarterly Journal of Engineering Geology and Hydrogeology
0195-9298,Journal of Nondestructive Evaluation
2070-2051,Protection of Metals and Physical Chemistry of Surfaces
1751-6757,European J. of International Management
1461-7781,Human Rights Law Review
0960-2585,Seed Science Research
0740-7750,Somatic Cell and Molecular Genetics
1382-2373,New West Indian Guide
0260-1230,Journal of Molluscan Studies
1181-8700,Environmental Reviews
1225-651X,Journal of Economic Integration
1079-8986,Bulletin of Symbolic Logic
0004-9441,Australian Journal of Education
2095-3127,Advances in Manufacturing
0025-2514,Manuelle Medizin
0028-6885,New Testament Studies
0892-0206,Management in Education
0397-7870,Revue française d’études américaines
0733-9402,Journal of Energy Engineering
0277-8033,Journal of Protein Chemistry
0036-1429,SIAM Journal on Numerical Analysis
1354-0661,European Journal of International Relations
0898-2104,Journal of Liposome Research
0955-2359,Twentieth Century British History
0190-2725,Social Psychology Quarterly
1532-4400,State Politics & Policy Quarterly
2041-6520,Chem. Sci.
0195-9271,International Journal of Infrared and Millimeter Waves
0305-7356,Psychology of Music
2162-0555,Chinese Sociological Review
0749-6753,International Journal of Health Planning and Management
1567-2379,Journal of Molecular Histology
1078-3458,Journal of Correctional Health Care
1947-928X,International Journal of Natural Computing Research
0236-5731,Journal of Radioanalytical and Nuclear Chemistry Letters
1066-2316,American Journal of Criminal Justice
1995-5588,Zanco Journal of Medical Sciences
0302-9743,Data Quality and Trust in Big Data
0030-8870,Pacific Science
0365-4478,Acta Medica Medianae
1976-4251,Carbon Letters
1096-3367,"Journal of Public Budgeting, Accounting & Financial Management"
0971-3336,Psychology and Developing Societies
2046-8954,Pharmaceutical Patent Analyst
1687-2762,Boundary Value Problems
1056-8700,Annual Review of Biophysics and Biomolecular Structure
1018-2101,Skype and domestic settings
1565-1525,Aleph: Historical Studies in Science and Judaism
0973-8916,Current Trends in Biotechnology and Pharmacy
1907-7947,Journal of Indonesian Applied Economics
1556-3758,International Journal of Food Engineering
1523-5955,Collegiate Aviation Review International
1110-7782,The Egyptian Journal of Internal Medicine
1052-1151,Religion and American Culture
0579-6431,Zbornik Instituta za pedagoska istrazivanja
0302-9743,Algorithms - ESA 2009
0097-6156,Accessibility in the Laboratory
0302-9743,Human Factors in Computing and Informatics
1865-0929,ICTs for Improving Patients Rehabilitation Research Techniques
1415-4498,Manuscrítica: Revista de Crítica Genética
0075-8434,Categorical Algebra and its Applications
0075-8434,Recursion Theory Week
1373-8496,Économie publique/Public economics
0121-4381,Suma Psicológica
0097-6156,"Materials, Chemicals, and Energy from Forest Biomass"
0097-6156,Extended Interactions between Metal Ions
0271-4132,"Arithmetic, Geometry, Cryptography and Coding Theory"
1878-9714,Police interviews
0075-8434,Smooth Ergodic Theory for Endomorphisms
0075-8434,Lectures in Algebraic Combinatorics
0302-9743,Concurrent Objects and Beyond
0097-6156,Non-Dietary Human Exposure and Risk Assessment
0097-6156,Recent Progress in Quantum Monte Carlo
0929-7332,Linguistics in the Netherlands 2000
0075-8434,Analytic and Plurisubharmonic Functions
0097-6156,Hydraulic Fracturing: Environmental Issues
0302-9743,Advances and Trends in Artificial Intelligence. From Theory to Practice
0075-8450,Critical Phenomena
0957-6851,Maintaining and Setting Standards and Language Variation in the Asian Pacific Region
0170-8643,Workshop on High Performance Computing and Gigabit Local Area Networks
0097-6156,Frontiers in Modern Carbohydrate Chemistry
0075-8434,New Integrals
0070-217X,Apoptotic and Non-apoptotic Cell Death
0065-2598,Single-cell Sequencing and Methylation
0097-6156,Best Practices in Chemistry Teacher Education
0075-8434,Geometry of Manifolds with Non-negative Sectional Curvature
0075-8434,Algebraic K-theory
1069-3971,Cross-Cultural Research
1865-0929,"Swarm, Evolutionary, and Memetic Computing and Fuzzy and Neural Computing"
0075-8434,"Random Walks, Random Fields, and Disordered Systems"
0736-0770,Visual Arts Research
0075-8434,Seminar on Algebraic Groups and Related Finite Groups
0303-4216,Light Scattering in Solids II
0075-8434,Tutorials in Mathematical Biosciences I
0081-3869,"Springer Tracts in Modern Physics, Volume 37"
0003-9330,"Archiv f\:ur Orthop\:adie, Mechanotherapie und Unfallchirurgie"
1865-0929,Distributed Computing for Emerging Smart Networks
1226-1769,Journal of Genetic Medicine
0909-8836,European Journal Of Oral Sciences
1347-9032,Cancer Science
1860-9716,Der Diabetologe
1522-8517,Neuro-Oncology
1374-8505,Geologica Belgica
0091-0627,Journal of Abnormal Child Psychology
1574-017X,Mobile Information Systems
1436-6274,Trauma und Berufskrankheit
1359-5997,Materials and Structures
1093-6106,Asian Journal of Mathematics
1476-5667,International Journal of Technology and Globalisation
1520-765X,European Heart Journal Supplements
1053-8720,Journal of Gay & Lesbian Social Services
1687-9147,Advances in Operations Research
1387-6740,Narrative Inquiry
1094-3412,The Journal of Behavioral Health Services & Research
1085-7117,"Journal of Agricultural, Biological and Environmental Statistics"
0962-8436,Philosophical Transactions of the Royal Society B: Biological Sciences
0739-9332,Health Care for Women International
1526-9914,Journal of Applied Clinical Medical Physics
1056-6716,Journal of Sport Rehabilitation
0091-9578,Plastics Engineering
0720-213X,Zeitschrift f�r Morphologie und �kologie der Tiere
1427-4337,Progress in Plant Protection
1754-0194,Journal for Eighteenth-Century Studies
1381-3455,Archives Of Physiology And Biochemistry
1368-2156,International Journal of Healthcare Technology and Management
1558-8211,Current Hematologic Malignancy Reports
0914-4935,Sensors and Materials
0368-3494,The Journal of Pathology and Bacteriology
0266-8254,Letters in Applied Microbiology
0032-3497,Polity
0920-5691,International Journal of Computer Vision
1045-988X,Preventing School Failure: Alternative Education for Children and Youth
1355-770X,Environment and Development Economics
0888-8892,Conservation Biology
0140-0118,Medical and Biological Engineering and Computing
0340-7594,Journal of Comparative Physiology ? A
1361-7427,Slavonica
0079-7308,The Psychoanalytic Study of the Child
1627-3583,Animal Research
0923-8174,Journal of Electronic Testing
1526-7431,Journal of Family Communication
0001-9887,Africa Today
1561-3666,The Journal of Qazvin University of Medical Sciences
0970-4140,Journal of the Indian Institute of Science
1068-0667,Journal of Adult Development
1661-6499,Journal of Nutrigenetics and Nutrigenomics
0304-3754,"Alternatives: Global, Local, Political"
1308-5727,Journal of Clinical Research in Pediatric Endocrinology
1083-1363,Journal of Environmental and Engineering Geophysics
0039-3746,Studies in Philosophy and Education
0081-5993,Optical Spectra and Chemical Bonding in Inorganic Compounds
1136-0593,FUZZY ECONOMIC REVIEW
0302-9743,Process Support and Knowledge Representation in Health Care
1461-6718,European Journal of Housing Policy
0931-1793,"Journal of Veterinary Medicine, Series B"
1860-949X,Smart Modeling and Simulation for Complex Systems
0969-6016,International Transactions in Operational Research
2153-0653,Intelligent Control and Automation
0270-2592,Journal of Financial Research
0097-6156,Geochemical Behavior of Disposed Radioactive Waste
0302-9743,CSL '89
1687-9406,International Journal of Oceanography
1738-1495,Dementia and Neurocognitive Disorders
2164-5515,Human vaccines & immunotherapeutics
0378-9519,Journal of Entomological Research
1848-0225,Croatian Operational Research Review
1069-8299,Communications in Numerical Methods in Engineering
1743-5234,International Journal of Education Through Art
1865-0929,"Best Practices for the Knowledge Society. Knowledge, Learning, Development and Technology for All"
0171-2004,The Pharmacology of Lymphocytes
0075-8434,Theory and Applications of Graphs
1865-0929,e-Technologies and Networks for Development
2324-8637,Human Gene Therapy Clinical Development
0075-8434,Measure Theory and its Applications
0065-2598,Taurine 10
0963-8008,"Financial Markets, Institutions & Instruments"
0047-2697,Journal of Political & Military Sociology
0887-3267,The Humanistic Psychologist
0350-0241,Starinar
0302-9743,Advanced Parallel Processing Technologies
0025-6196,Mayo Clinic Proceedings
0097-6156,Minicomputers and Large Scale Computations
0097-6156,Food Protein Deterioration
0065-2598,Current Concepts in Medical Research and Practice
0302-9743,Advances in Cryptology – CRYPTO 2012
0075-8434,"The Selberg Trace Formula for PSL(2,ℝ) Volume I"
1387-6732,Cross-Linguistic Perspectives on the Development of Text-Production Abilities in Speech and Writing. Part 2
0302-9743,"High Performance Computing Systems. Performance Modeling, Benchmarking and Simulation"
0097-6156,Special Topics in Intellectual Property
0097-6156,Nuclear Waste Management
1466-822X,Global Ecology & Biogeography
1860-949X,Emotional Cognitive Neural Algorithms with Engineering Applications
0302-9743,"Error Control, Cryptology, and Speech Compression"
1532-1819,Journal of Immunoassy &amp; Immunochemistry
0065-3195,Atomistic Modeling of Physical Properties
1743-3541,Brownfields IV
0075-8434,Unstable Homotopy from the Stable Point of View
0302-9743,Field-Programmable Logic and Applications: Reconfigurable Computing Is Going Mainstream
0302-9743,Privacy and Security Issues in Data Mining and Machine Learning
0075-8442,Portfolio Selection and Asset Pricing
1348-5474,Journal of Japanese Society for Extremophiles
0075-8434,Diffraction by an Immersed Elastic Wedge
1927-5129,Journal of Basic & Applied Sciences
0075-8434,Barrelledness in Topological and Ordered Vector Spaces
