Journal Title,ISSN,Reason,Journal Title Normalized,URL,Data Source,added,Remove_Date,Add_Date,reason_category
American Journal of Microbiology and Biotechnology,Unknown,A,american journal of microbiology and biotechnology,,Gray OA,,,,interesting reason
American Journal of Pharmacy and Pharmacology,Unknown,A,american journal of pharmacy and pharmacology,,Gray OA,,,,interesting reason
American Journal of Science and Technology,Unknown,A,american journal of science and technology,,Gray OA,,,,interesting reason
Engineering and Technology,Unknown,A,engineering and technology,,Gray OA,,,,interesting reason
AASCIT Journal of Environment,Unknown,A,aascit journal of environment,http://www.aascit.org/journal/environment,Gray OA,,,,interesting reason
International Journal of Biological Sciences and Applications,Unknown,A,international journal of biological sciences and applications,,Gray OA,,,,interesting reason
International Journal of Clinical Medicine Research,Unknown,A,international journal of clinical medicine research,,Gray OA,,,,interesting reason
International Journal of Geophysics and Geochemistry,Unknown,A,international journal of geophysics and geochemistry,,Gray OA,,,,interesting reason
International Journal of Management Science,Unknown,A,international journal of management science,,Gray OA,,,,interesting reason
American Research Journal of Agriculture,Unknown,A,american research journal of agriculture,,Gray OA,,,,interesting reason
American Research Journal of Biosciences,Unknown,A,american research journal of biosciences,,Gray OA,,,,interesting reason
American Research Journal of Business and Management,Unknown,A,american research journal of business and management,,Gray OA,,,,interesting reason
American Research Journal of Chemistry,Unknown,A,american research journal of chemistry,,Gray OA,,,,interesting reason
American Research Journal of English and Literature,Unknown,A,american research journal of english and literature,,Gray OA,,,,interesting reason
American Research Journal of Humanities and Social Sciences,Unknown,A,american research journal of humanities and social sciences,,Gray OA,,,,interesting reason
American Journal of Academic Research,Unknown,A,american journal of academic research,,Gray OA,,,,interesting reason
American Journal of Indigenous Studies,Unknown,A,american journal of indigenous studies,,Gray OA,,,,interesting reason
International Journal of Power and Renewable Energy Systems,Unknown,A,international journal of power and renewable energy systems,,Gray OA,,,,interesting reason
Australian Journal of Basic and Applied Sciences,Unknown,A,australian journal of basic and applied sciences,,Gray OA,,,,interesting reason
Clinical And Experimental Research In Cardiology (Jcerc),Unknown,A,clinical and experimental research in cardiology (jcerc),,Gray OA,,,,interesting reason
Journal Of Antibiotics Research (Jar),Unknown,A,journal of antibiotics research (jar),,Gray OA,,,,interesting reason
Journal Of Case Reports And Studies (Jcrs),Unknown,A,journal of case reports and studies (jcrs),,Gray OA,,,,interesting reason
Journal Of Dentistry And Oral Care Medicine (Jdoc),Unknown,A,journal of dentistry and oral care medicine (jdoc),,Gray OA,,,,interesting reason
Journal Of Forensic Science & Criminology (Jfsc),Unknown,A,journal of forensic science & criminology (jfsc),,Gray OA,,,,interesting reason
Journal Of Gynecology Research (Jgr),Unknown,A,journal of gynecology research (jgr),,Gray OA,,,,interesting reason
Journal Of Neurology And Neurological Disorders (Jnnd),Unknown,A,journal of neurology and neurological disorders (jnnd),,Gray OA,,,,interesting reason
Journal Of Nutrition And Health Sciences (Jnh),Unknown,A,journal of nutrition and health sciences (jnh),,Gray OA,,,,interesting reason
Journal Of Obesity And Overweight (Joo),Unknown,A,journal of obesity and overweight (joo),,Gray OA,,,,interesting reason
Journal Of Veterinary Science & Animal Husbandry (Jvsah),Unknown,A,journal of veterinary science & animal husbandry (jvsah),,Gray OA,,,,interesting reason
International Journal of Pharmacology,Unknown,A,international journal of pharmacology,,Gray OA,,,,interesting reason
AE International Journal of  Multidisciplinary Research,Unknown,A,ae international journal of  multidisciplinary research,www.aeijmr.com,Gray OA,,,,interesting reason
AE International Journal of Science and Technology,Unknown,A,ae international journal of science and technology,www.aeijst.in,Gray OA,,,,interesting reason
International Journal of Exclusive Management Research,Unknown,A,international journal of exclusive management research,www.ijemr.in,Gray OA,,,,interesting reason
Journal of Exclusive Management Science,Unknown,A,journal of exclusive management science,www.jems.net.in,Gray OA,,,,interesting reason
Journal of Advanced Mathematics,Unknown,A,journal of advanced mathematics,,Gray OA,,,,interesting reason
Journal of Drug and Alcohol Research (JDAR),Unknown,A,journal of drug and alcohol research (jdar),,Gray OA,,,,interesting reason
Asian Development Policy Review,Unknown,A,asian development policy review,http://www.aessweb.com/journals/5008,Gray OA,,,,interesting reason
Asian Journal of Economic Modeling,Unknown,A,asian journal of economic modeling,http://www.aessweb.com/journals/5009,Gray OA,,,,interesting reason
Asian Journal of Empirical Research,Unknown,A,asian journal of empirical research,http://www.aessweb.com/journals/5004,Gray OA,,,,interesting reason
International Journal of English Language and Literature Studies,Unknown,A,international journal of english language and literature studies,http://www.aessweb.com/journals/5019,Gray OA,,,,interesting reason
International Journal of Social and Administrative Sciences,Unknown,A,international journal of social and administrative sciences,http://www.aessweb.com/journals/5051,Gray OA,,,,interesting reason
Journal of Asian Scientific Research,Unknown,A,journal of asian scientific research,http://www.aessweb.com/journals/5003,Gray OA,,,,interesting reason
Agricultural Development,Unknown,A,agricultural development,,Gray OA,,,,interesting reason
Agriculture and Food Sciences Research,Unknown,A,agriculture and food sciences research,,Gray OA,,,,interesting reason
Asian Journal of Economics and Empirical Research,Unknown,A,asian journal of economics and empirical research,,Gray OA,,,,interesting reason
Asian Journal of Education and Training,Unknown,A,asian journal of education and training,,Gray OA,,,,interesting reason
Asian Journal of Social Sciences and Management Studies,Unknown,A,asian journal of social sciences and management studies,,Gray OA,,,,interesting reason
Journal of Banking and Financial Dynamics,Unknown,A,journal of banking and financial dynamics,,Gray OA,,,,interesting reason
Journal of Education and e-Learning Research,Unknown,A,journal of education and e-learning research,,Gray OA,,,,interesting reason
Asian Journal of Agriculture and Food Sciences,Unknown,A,asian journal of agriculture and food sciences,,Gray OA,,,,interesting reason
Asian Journal of Business and Management,Unknown,A,asian journal of business and management,,Gray OA,,,,interesting reason
Asian Journal of Computer and Information Systems,Unknown,A,asian journal of computer and information systems,,Gray OA,,,,interesting reason
Asian Journal of Education and e-Learning,Unknown,A,asian journal of education and e-learning,,Gray OA,,,,interesting reason
Asian Journal of Engineering and Technology,Unknown,A,asian journal of engineering and technology,,Gray OA,,,,interesting reason
Asian Journal of Fuzzy and Applied Mathematics,Unknown,A,asian journal of fuzzy and applied mathematics,,Gray OA,,,,interesting reason
Asian Journal of Humanities and Social Studies,Unknown,A,asian journal of humanities and social studies,,Gray OA,,,,interesting reason
"Asian Journal of Pharmacy, Nursing and Medical Sciences",Unknown,A,"asian journal of pharmacy, nursing and medical sciences",,Gray OA,,,,interesting reason
Asian Journal of Chemistry,Unknown,A,asian journal of chemistry,,Gray OA,,,,interesting reason
International Journal of Business and Commerce,Unknown,A,international journal of business and commerce,,Gray OA,,,,interesting reason
GE- International Journal of Engineering Research (GE-IJER),Unknown,A,ge- international journal of engineering research (ge-ijer),,Gray OA,,,,interesting reason
GE- International Journal of Management Research (GE-IJMR),Unknown,A,ge- international journal of management research (ge-ijmr),,Gray OA,,,,interesting reason
International Research Journal of Human Resources and Social Sciences (IRJHRSS),Unknown,A,international research journal of human resources and social sciences (irjhrss),,Gray OA,,,,interesting reason
"International Research Journal of Humanities, Language and Literature (IRJHLL)",Unknown,A,"international research journal of humanities, language and literature (irjhll)",,Gray OA,,,,interesting reason
International Research Journal of Management and Commerce (IRJMC),Unknown,A,international research journal of management and commerce (irjmc),,Gray OA,,,,interesting reason
International Research Journal of Marketing and Economics (IRJME),Unknown,A,international research journal of marketing and economics (irjme),,Gray OA,,,,interesting reason
