,Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
157,acta technologica agriculturae,True,Acta Technologica Agriculturae,1338-5267,1677-09-22,2015-09-18,Still in DOAJ index,DOAJ,https://sciendo.com/journal/ATA,interesting reason
158,acta tecnología,True,Acta Tecnología,2453-675X,1677-09-22,2016-05-06,Still in DOAJ index,DOAJ,http://actatecnologia.eu,interesting reason
159,acta theologica,True,Acta Theologica,2309-9089,1677-09-22,2022-06-09,Still in DOAJ index,DOAJ,https://journals.ufs.ac.za/index.php/at,interesting reason
160,acta universitatis agriculturae et silviculturae mendelianae brunensis,True,Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,1211-8516,1677-09-22,2017-04-18,Still in DOAJ index,DOAJ,http://acta.mendelu.cz/,interesting reason
161,acta universitatis carolinae geographica,True,Acta Universitatis Carolinae Geographica,0300-5402,1677-09-22,2017-10-20,Still in DOAJ index,DOAJ,http://aucgeographica.cz,interesting reason
162,acta universitatis carolinae studia territorialia,True,Acta Universitatis Carolinae Studia Territorialia,1213-4449,1677-09-22,2020-01-13,Still in DOAJ index,DOAJ,http://stuter.fsv.cuni.cz,interesting reason
163,acta universitatis carolinae theologica,True,Acta Universitatis Carolinae Theologica,1804-5588,1677-09-22,2016-04-17,Still in DOAJ index,DOAJ,http://www.theologica.cz,interesting reason
164,acta universitatis carolinae. iuridica,True,Acta Universitatis Carolinae. Iuridica,0323-0619,1677-09-22,2019-03-24,Still in DOAJ index,DOAJ,https://karolinum.cz/casopis/auc-iuridica,interesting reason
165,acta universitatis carolinae: historia universitatis carolinae pragensis,True,Acta Universitatis Carolinae: Historia Universitatis Carolinae Pragensis,0323-0562,1677-09-22,2018-11-27,Still in DOAJ index,DOAJ,http://www.karolinum.cz/journals/hucp,interesting reason
166,acta universitatis carolinae: kinanthropologica,True,Acta Universitatis Carolinae: Kinanthropologica,1212-1428,1677-09-22,2016-11-06,Still in DOAJ index,DOAJ,https://karolinum.cz/casopis/auc-kinanthropologica,interesting reason
167,acta universitatis carolinae: philologica,True,Acta Universitatis Carolinae: Philologica,0567-8269,1677-09-22,2017-12-24,Still in DOAJ index,DOAJ,https://karolinum.cz/casopis/auc-philologica,interesting reason
168,acta universitatis carolinae: philosophica et historica,True,Acta Universitatis Carolinae: Philosophica et Historica,0567-8293,1677-09-22,2017-12-24,Still in DOAJ index,DOAJ,https://karolinum.cz/casopis/auc-philosophica-et-historica,interesting reason
169,acta universitatis cibiniensis. series e: food technology,True,Acta Universitatis Cibiniensis. Series E: Food Technology,2344-150X,1677-09-22,2014-12-04,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUCFT,interesting reason
170,acta universitatis lodziensis. folia linguistica,True,Acta Universitatis Lodziensis. Folia Linguistica,0208-6077,1677-09-22,2020-11-09,Still in DOAJ index,DOAJ,https://czasopisma.uni.lodz.pl/linguistica/about,interesting reason
171,acta universitatis lodziensis. folia litteraria polonica,True,Acta Universitatis Lodziensis. Folia Litteraria Polonica,1505-9057,1677-09-22,2018-10-29,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-litteraria-polonica/,interesting reason
172,acta universitatis lodziensis. folia oeconomica,True,Acta Universitatis Lodziensis. Folia Oeconomica,0208-6018,1677-09-22,2017-12-20,Still in DOAJ index,DOAJ,https://www.czasopisma.uni.lodz.pl/foe/,interesting reason
173,acta universitatis lodziensis: folia archaeologica,True,Acta Universitatis Lodziensis: Folia Archaeologica,0208-6034,1677-09-22,2019-06-25,Still in DOAJ index,DOAJ,https://czasopisma.uni.lodz.pl/archaeo/,interesting reason
174,acta universitatis lodziensis: folia historica,True,Acta Universitatis Lodziensis: Folia Historica,2450-6990,1677-09-22,2019-11-12,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-historica/,interesting reason
175,acta universitatis lodziensis: folia linguistica rossica,True,Acta Universitatis Lodziensis: Folia Linguistica Rossica,2353-9623,1677-09-22,2019-11-12,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-linguistica-rossica/,interesting reason
176,acta universitatis lodziensis: folia litteraria romanica,True,Acta Universitatis Lodziensis: Folia Litteraria Romanica,1505-9065,1677-09-22,2019-06-11,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-litteraria-romanica/,interesting reason
177,acta universitatis lodziensis: folia litteraria rossica,True,Acta Universitatis Lodziensis: Folia Litteraria Rossica,1427-9681,1677-09-22,2019-06-11,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-litteraria-rossica/,interesting reason
178,acta universitatis lodziensis: folia philosophica,True,Acta Universitatis Lodziensis: Folia Philosophica,0208-6107,1677-09-22,2020-11-09,Still in DOAJ index,DOAJ,https://czasopisma.uni.lodz.pl/philosophica/about,interesting reason
179,acta universitatis lodziensis: folia sociologica,True,Acta Universitatis Lodziensis: Folia Sociologica,0208-600X,1677-09-22,2019-06-11,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-folia-sociologica/,interesting reason
180,acta universitatis lodziensis: kształcenie polonistyczne cudzoziemców,True,Acta Universitatis Lodziensis: Kształcenie Polonistyczne Cudzoziemców,0860-6587,1677-09-22,2019-06-11,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/acta-universitatis-lodziensis-ksztalcenie-polonistyczne-cudzoziemcow/,interesting reason
181,acta universitatis nicolai copernici. nauki humanistyczno-społeczne. zabytkoznawstwo i konserwatorstwo,True,Acta Universitatis Nicolai Copernici. Nauki Humanistyczno-Społeczne. Zabytkoznawstwo i Konserwatorstwo,2392-1250,1677-09-22,2021-06-22,Still in DOAJ index,DOAJ,https://apcz.umk.pl/czasopisma/index.php/AUNC_ZiK/index,interesting reason
182,acta universitatis nicolai copernici. zarządzanie,True,Acta Universitatis Nicolai Copernici. Zarządzanie,1689-8966,1677-09-22,2019-02-12,Still in DOAJ index,DOAJ,http://apcz.umk.pl/czasopisma/index.php/AUNC_ZARZ/index,interesting reason
183,acta universitatis sapientiae: agriculture and environment,True,Acta Universitatis Sapientiae: Agriculture and Environment,2065-748X,1677-09-22,2014-11-29,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUSAE,interesting reason
184,acta universitatis sapientiae: alimentaria,True,Acta Universitatis Sapientiae: Alimentaria,2066-7744,1677-09-22,2016-10-18,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUSAL,interesting reason
185,acta universitatis sapientiae: film and media studies,True,Acta Universitatis Sapientiae: Film and Media Studies,2066-7779,1677-09-22,2014-12-14,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUSFM,interesting reason
186,acta universitatis sapientiae: informatica,True,Acta Universitatis Sapientiae: Informatica,2066-7760,1677-09-22,2015-06-10,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUSI,interesting reason
187,acta universitatis sapientiae: mathematica,True,Acta Universitatis Sapientiae: Mathematica,2066-7752,1677-09-22,2015-06-09,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUSM,interesting reason
188,acta universitatis sapientiae: philologica,True,Acta Universitatis Sapientiae: Philologica,2391-8179,1677-09-22,2014-12-14,Still in DOAJ index,DOAJ,https://sciendo.com/journal/AUSP,interesting reason
189,acta veterinaria brasilica,True,Acta Veterinaria Brasilica,1981-5484,1677-09-22,2016-10-23,Still in DOAJ index,DOAJ,https://periodicos.ufersa.edu.br/index.php/acta,interesting reason
190,acta veterinaria eurasia,True,Acta Veterinaria Eurasia,2619-905X,1677-09-22,2019-05-27,Still in DOAJ index,DOAJ,https://actavet.org/EN,interesting reason
191,acta veterinaria indonesiana,True,Acta Veterinaria Indonesiana,2337-3202,1677-09-22,2017-07-31,Still in DOAJ index,DOAJ,http://journal.ipb.ac.id/index.php/actavetindones/index,interesting reason
192,acta všfs,True,ACTA VŠFS,1802-792X,1677-09-22,2015-08-14,Still in DOAJ index,DOAJ,http://www.vsfs.cz/acta,interesting reason
193,acta zoológica lilloana,True,Acta Zoológica Lilloana,0065-1729,1677-09-22,2020-05-18,Still in DOAJ index,DOAJ,http://www.lillo.org.ar/journals/index.php/acta-zoologica-lilloana/index,interesting reason
194,actas dermo-sifiliográficas,True,Actas Dermo-Sifiliográficas,1578-2190,1677-09-22,2021-04-12,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/actas-dermo-sifiliograficas,interesting reason
195,actas iberoamericanas de conservación animal,True,Actas Iberoamericanas de Conservación Animal,2253-7325,1677-09-22,2015-12-03,Still in DOAJ index,DOAJ,http://aicarevista.jimdo.com/n%C3%BAmeros/,interesting reason
196,actio nova,True,Actio Nova,2530-4437,1677-09-22,2019-05-02,Still in DOAJ index,DOAJ,https://revistas.uam.es/actionova,interesting reason
197,actio: docência em ciências,True,ACTIO: Docência em Ciências,2525-8923,1677-09-22,2018-02-15,Still in DOAJ index,DOAJ,https://periodicos.utfpr.edu.br/actio,interesting reason
198,action: aceh nutrition journal,True,AcTion: Aceh Nutrition Journal,2548-5741,1677-09-22,2018-01-03,Still in DOAJ index,DOAJ,http://ejournal.poltekkesaceh.ac.id/index.php/an,interesting reason
199,actos,True,Actos,2452-4727,1677-09-22,2020-06-25,Still in DOAJ index,DOAJ,http://revistas.academia.cl/index.php/actos,interesting reason
200,actualidad contable faces,True,Actualidad Contable Faces,1316-8533,1677-09-22,2019-12-16,Still in DOAJ index,DOAJ,http://erevistas.saber.ula.ve/index.php/actualidadcontable/issue/archive,interesting reason
201,actualidad económica,True,Actualidad Económica,0327-585X,1677-09-22,2015-08-13,Still in DOAJ index,DOAJ,http://revistas.unc.edu.ar/index.php/acteconomica/index,interesting reason
202,actualidad jurídica ambiental,True,Actualidad Jurídica Ambiental,1989-5666,1677-09-22,2016-03-28,Still in DOAJ index,DOAJ,http://www.actualidadjuridicaambiental.com,interesting reason
203,actualidades biológicas,True,Actualidades Biológicas,0304-3584,1677-09-22,2018-08-13,Still in DOAJ index,DOAJ,https://revistas.udea.edu.co/index.php/actbio/index,interesting reason
204,acuity,True,Acuity,2541-0229,1677-09-22,2020-04-06,Still in DOAJ index,DOAJ,https://jurnal.unai.edu/index.php/acuity,interesting reason
205,acupuncture and herbal medicine,True,Acupuncture and Herbal Medicine,2765-8619,1677-09-22,2022-05-11,Still in DOAJ index,DOAJ,https://journals.lww.com/ahm/pages/default.aspx,interesting reason
206,acute and critical care,True,Acute and Critical Care,2586-6052,1677-09-22,2019-01-18,Still in DOAJ index,DOAJ,https://www.accjournal.org/,interesting reason
207,acute medicine & surgery,True,Acute Medicine & Surgery,2052-8817,1677-09-22,2018-05-15,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/20528817,interesting reason
208,"adam akademi, sosyal bilimler dergisi",True,"Adam Akademi, Sosyal Bilimler Dergisi",2146-4936,1677-09-22,2018-05-22,Still in DOAJ index,DOAJ,https://dergipark.org.tr/en/pub/adamakademi,interesting reason
209,adaptivni sistemi avtomatičnogo upravlinnâ,True,Adaptivni Sistemi Avtomatičnogo Upravlinnâ,1560-8956,1677-09-22,2018-01-16,Still in DOAJ index,DOAJ,http://asac.kpi.ua/,interesting reason
210,"adcomunica. revista científica de estrategias, tendencias e innovación en comunicación",True,"adComunica. Revista Científica de Estrategias, Tendencias e innovación en Comunicación",2254-2728,1677-09-22,2016-11-08,Still in DOAJ index,DOAJ,http://www.adcomunicarevista.com/,interesting reason
211,addiction and health,True,Addiction and Health,2008-4633,1677-09-22,2020-06-17,Still in DOAJ index,DOAJ,http://ahj.kmu.ac.ir/,interesting reason
212,addiction neuroscience,True,Addiction Neuroscience,2772-3925,1677-09-22,2022-05-18,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/addiction-neuroscience,interesting reason
213,addictive behaviors reports,True,Addictive Behaviors Reports,2352-8532,1677-09-22,2017-06-14,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/addictive-behaviors-reports,interesting reason
214,additive manufacturing letters,True,Additive Manufacturing Letters,2772-3690,1677-09-22,2021-11-15,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/additive-manufacturing-letters/,interesting reason
215,además de,True,Además de,2444-121X,1677-09-22,2021-06-04,Still in DOAJ index,DOAJ,http://www.ademasderevista.com/index.php/ADD,interesting reason
216,adeptus,True,Adeptus,2300-0783,1677-09-22,2015-03-31,Still in DOAJ index,DOAJ,https://ispan.waw.pl/journals/index.php/adeptus/index,interesting reason
217,adipocyte,True,Adipocyte,2162-397X,1677-09-22,2019-03-11,Still in DOAJ index,DOAJ,http://www.tandfonline.com/KADI,interesting reason
218,adli tıp bülteni,True,Adli Tıp Bülteni,1300-865X,1677-09-22,2017-06-29,Still in DOAJ index,DOAJ,http://www.adlitipbulteni.com,interesting reason
219,admet and dmpk,True,ADMET and DMPK,1848-7718,1677-09-22,2017-11-06,Still in DOAJ index,DOAJ,http://pub.iapchem.org/ojs/index.php/admet/index,interesting reason
220,administory,True,Administory,2519-1187,1677-09-22,2017-09-20,Still in DOAJ index,DOAJ,https://adhi.univie.ac.at,interesting reason
221,administración & cidadanía,True,Administración & Cidadanía,1887-0279,1677-09-22,2021-03-17,Still in DOAJ index,DOAJ,https://egap.xunta.gal/revistas/AC/,interesting reason
222,administration,True,Administration,2449-9471,1677-09-22,2016-10-15,Still in DOAJ index,DOAJ,https://sciendo.com/journal/ADMIN,interesting reason
223,administrative and environmental law review,True,Administrative and Environmental Law Review,2745-9330,1677-09-22,2021-06-24,Still in DOAJ index,DOAJ,https://jurnal.fh.unila.ac.id/index.php/aelr,interesting reason
224,administração de empresas em revista,True,Administração de Empresas em Revista,1676-9457,1677-09-22,2020-12-01,Still in DOAJ index,DOAJ,http://revista.unicuritiba.edu.br/index.php/admrevista/index,interesting reason
225,administração: ensino e pesquisa,True,Administração: Ensino e Pesquisa,2177-6083,1677-09-22,2015-03-04,Still in DOAJ index,DOAJ,http://raep.emnuvens.com.br/raep,interesting reason
226,adolescents,True,Adolescents,2673-7051,1677-09-22,2021-08-15,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/adolescents,interesting reason
227,adonghakoeji,True,Adonghakoeji,2234-408X,1677-09-22,2018-03-19,Still in DOAJ index,DOAJ,http://childstudies.org,interesting reason
228,adsorption science & technology,True,Adsorption Science & Technology,2048-4038,1677-09-22,2018-07-04,Still in DOAJ index,DOAJ,https://www.hindawi.com/journals/ast/,interesting reason
229,advanced biomedical engineering,True,Advanced Biomedical Engineering,2187-5219,1677-09-22,2020-07-21,Still in DOAJ index,DOAJ,http://www.abe-journal.org,interesting reason
230,advanced composites letters,True,Advanced Composites Letters,2633-366X,1677-09-22,2020-11-12,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/acm,interesting reason
231,advanced dental journal,True,Advanced Dental Journal,2636-302X,1677-09-22,2021-08-17,Still in DOAJ index,DOAJ,https://adjc.journals.ekb.eg,interesting reason
232,advanced energy & sustainability research,True,Advanced Energy & Sustainability Research,2699-9412,1677-09-22,2021-09-30,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26999412,interesting reason
233,advanced engineering research,True,Advanced Engineering Research,2687-1653,1677-09-22,2021-07-15,Still in DOAJ index,DOAJ,https://www.vestnik-donstu.ru/,interesting reason
234,advanced herbal medicine,True,Advanced Herbal Medicine,2423-3579,1677-09-22,2018-01-08,Still in DOAJ index,DOAJ,http://herbmed.skums.ac.ir/,interesting reason
235,advanced industrial and engineering polymer research,True,Advanced Industrial and Engineering Polymer Research,2542-5048,1677-09-22,2019-01-28,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/advanced-industrial-and-engineering-polymer-research/,interesting reason
236,advanced intelligent systems,True,Advanced Intelligent Systems,2640-4567,1677-09-22,2019-11-21,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26404567,interesting reason
237,advanced journal of emergency medicine,True,Advanced Journal of Emergency Medicine,2588-400X,1677-09-22,2018-05-18,Still in DOAJ index,DOAJ,http://ajem.tums.ac.ir,interesting reason
238,advanced manufacturing: polymer & composites science,True,Advanced Manufacturing: Polymer & Composites Science,2055-0359,1677-09-22,2017-09-27,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/yadm20/current,interesting reason
239,advanced membranes,True,Advanced Membranes,2772-8234,1677-09-22,2022-06-15,Still in DOAJ index,DOAJ,https://www.keaipublishing.com/en/journals/advanced-membranes/,interesting reason
240,advanced modeling and simulation in engineering sciences,True,Advanced Modeling and Simulation in Engineering Sciences,2213-7467,1677-09-22,2016-02-09,Still in DOAJ index,DOAJ,https://amses-journal.springeropen.com,interesting reason
241,advanced nanobiomed research,True,Advanced NanoBiomed Research,2699-9307,1677-09-22,2021-09-30,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26999307,interesting reason
242,advanced photonics,True,Advanced Photonics,2577-5421,1677-09-22,2019-07-11,Still in DOAJ index,DOAJ,http://advphoton.org,interesting reason
243,advanced photonics research,True,Advanced Photonics Research,2699-9293,1677-09-22,2021-09-30,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26999293,interesting reason
